complaint_id,type,state,city,amount_lost,age,gender,date,description,status
208,Phishing,Maharashtra,Nagpur,1794,34,Female,2023-02-13 00:00:00,Victim reported phishing incident in Nagpur.,Open
209,Phishing,Maharashtra,Nagpur,37482,40,Male,2023-07-12 00:00:00,Victim reported phishing incident in Nagpur.,Open
210,Identity Theft,Maharashtra,Pune,32609,39,Female,2023-11-10 00:00:00,Victim reported identity theft incident in Pune.,Under Investigation
211,Job Scam,Maharashtra,Nagpur,18327,46,Male,2023-03-18 00:00:00,Victim reported job scam incident in Nagpur.,Closed
212,Loan Scam,Maharashtra,Pune,5319,39,Female,2023-06-17 00:00:00,Victim reported loan scam incident in Pune.,Closed
213,Online Shopping Fraud,Maharashtra,Pune,34291,21,Female,2023-09-25 00:00:00,Victim reported online shopping fraud incident in Pune.,Under Investigation
214,Credit Card Fraud,Maharashtra,Mumbai,18420,30,Male,2023-03-27 00:00:00,Victim reported credit card fraud incident in Mumbai.,Closed
215,Identity Theft,Maharashtra,Nagpur,13491,55,Female,2023-09-04 00:00:00,Victim reported identity theft incident in Nagpur.,Open
216,Job Scam,Maharashtra,Mumbai,25477,34,Female,2023-12-01 00:00:00,Victim reported job scam incident in Mumbai.,Under Investigation
217,Phishing,Maharashtra,Pune,3225,39,Female,2023-10-10 00:00:00,Victim reported phishing incident in Pune.,Closed
218,KYC Scam,Maharashtra,Nagpur,21464,19,Male,2023-03-16 00:00:00,Victim reported kyc scam incident in Nagpur.,Under Investigation
219,Loan Scam,Maharashtra,Mumbai,45095,60,Male,2023-02-04 00:00:00,Victim reported loan scam incident in Mumbai.,Open
220,KYC Scam,Maharashtra,Pune,19284,54,Male,2023-09-07 00:00:00,Victim reported kyc scam incident in Pune.,Closed
221,Social Media Hack,Maharashtra,Pune,35242,25,Male,2023-02-25 00:00:00,Victim reported social media hack incident in Pune.,Under Investigation
222,UPI Fraud,Maharashtra,Mumbai,36373,37,Female,2023-01-23 00:00:00,Victim reported upi fraud incident in Mumbai.,Open
223,Social Media Hack,Maharashtra,Pune,42733,44,Male,2023-01-18 00:00:00,Victim reported social media hack incident in Pune.,Open
224,KYC Scam,Maharashtra,Pune,15094,52,Male,2023-02-05 00:00:00,Victim reported kyc scam incident in Pune.,Closed
225,UPI Fraud,Maharashtra,Mumbai,20597,55,Female,2023-04-09 00:00:00,Victim reported upi fraud incident in Mumbai.,Under Investigation
226,Job Scam,Maharashtra,Mumbai,12169,21,Female,2023-01-09 00:00:00,Victim reported job scam incident in Mumbai.,Open
227,KYC Scam,Maharashtra,Pune,44452,31,Male,2023-12-07 00:00:00,Victim reported kyc scam incident in Pune.,Under Investigation
228,Loan Scam,Maharashtra,Mumbai,35022,42,Male,2023-07-03 00:00:00,Victim reported loan scam incident in Mumbai.,Under Investigation
229,Job Scam,Maharashtra,Pune,25899,56,Male,2023-01-14 00:00:00,Victim reported job scam incident in Pune.,Closed
230,Loan Scam,Maharashtra,Nagpur,44480,37,Male,2023-04-23 00:00:00,Victim reported loan scam incident in Nagpur.,Under Investigation
231,Job Scam,Maharashtra,Pune,40989,39,Female,2023-11-27 00:00:00,Victim reported job scam incident in Pune.,Under Investigation
232,Loan Scam,Maharashtra,Mumbai,34044,58,Male,2023-01-21 00:00:00,Victim reported loan scam incident in Mumbai.,Closed
233,Phishing,Maharashtra,Mumbai,34124,35,Female,2023-07-06 00:00:00,Victim reported phishing incident in Mumbai.,Closed
234,Loan Scam,Maharashtra,Pune,7768,39,Female,2023-07-04 00:00:00,Victim reported loan scam incident in Pune.,Open
235,Identity Theft,Maharashtra,Nagpur,22487,20,Female,2023-11-22 00:00:00,Victim reported identity theft incident in Nagpur.,Open
236,Online Shopping Fraud,Maharashtra,Mumbai,8626,59,Female,2023-10-03 00:00:00,Victim reported online shopping fraud incident in Mumbai.,Under Investigation
237,Identity Theft,Maharashtra,Mumbai,5652,22,Male,2023-04-01 00:00:00,Victim reported identity theft incident in Mumbai.,Under Investigation
238,Credit Card Fraud,Maharashtra,Mumbai,38917,54,Female,2023-02-20 00:00:00,Victim reported credit card fraud incident in Mumbai.,Closed
239,Job Scam,Maharashtra,Pune,33263,45,Female,2023-10-15 00:00:00,Victim reported job scam incident in Pune.,Closed
240,Phishing,Maharashtra,Nagpur,3497,38,Male,2023-12-29 00:00:00,Victim reported phishing incident in Nagpur.,Under Investigation
241,Online Shopping Fraud,Maharashtra,Nagpur,5741,45,Male,2023-08-24 00:00:00,Victim reported online shopping fraud incident in Nagpur.,Open
242,Phishing,Maharashtra,Nagpur,39222,44,Male,2023-06-16 00:00:00,Victim reported phishing incident in Nagpur.,Closed
243,Crypto Scam,Maharashtra,Mumbai,48360,43,Male,2023-05-15 00:00:00,Victim reported crypto scam incident in Mumbai.,Under Investigation
244,KYC Scam,Maharashtra,Pune,23611,20,Male,2023-05-07 00:00:00,Victim reported kyc scam incident in Pune.,Under Investigation
245,Credit Card Fraud,Maharashtra,Nagpur,4709,35,Male,2023-03-30 00:00:00,Victim reported credit card fraud incident in Nagpur.,Under Investigation
246,UPI Fraud,Maharashtra,Nagpur,38096,42,Male,2023-09-25 00:00:00,Victim reported upi fraud incident in Nagpur.,Open
247,Job Scam,Maharashtra,Mumbai,13235,23,Female,2023-06-26 00:00:00,Victim reported job scam incident in Mumbai.,Closed
248,UPI Fraud,Maharashtra,Nagpur,9982,19,Male,2023-04-23 00:00:00,Victim reported upi fraud incident in Nagpur.,Open
249,Job Scam,Maharashtra,Pune,1294,48,Female,2023-02-12 00:00:00,Victim reported job scam incident in Pune.,Open
250,Loan Scam,Maharashtra,Mumbai,12264,34,Male,2023-08-03 00:00:00,Victim reported loan scam incident in Mumbai.,Open
251,Crypto Scam,Maharashtra,Mumbai,24697,25,Female,2023-07-19 00:00:00,Victim reported crypto scam incident in Mumbai.,Closed
252,Identity Theft,Maharashtra,Mumbai,10402,54,Male,2023-04-28 00:00:00,Victim reported identity theft incident in Mumbai.,Under Investigation
253,Social Media Hack,Uttar Pradesh,Varanasi,4367,36,Male,2023-10-12 00:00:00,Victim reported social media hack incident in Varanasi.,Under Investigation
254,Online Shopping Fraud,Uttar Pradesh,Noida,45397,35,Male,2023-02-06 00:00:00,Victim reported online shopping fraud incident in Noida.,Closed
255,Loan Scam,Uttar Pradesh,Lucknow,47531,59,Male,2023-03-26 00:00:00,Victim reported loan scam incident in Lucknow.,Open
256,Identity Theft,Uttar Pradesh,Noida,25052,54,Female,2023-09-08 00:00:00,Victim reported identity theft incident in Noida.,Closed
257,KYC Scam,Uttar Pradesh,Noida,45447,40,Female,2023-04-23 00:00:00,Victim reported kyc scam incident in Noida.,Open
258,Social Media Hack,Uttar Pradesh,Lucknow,33823,46,Female,2023-04-15 00:00:00,Victim reported social media hack incident in Lucknow.,Under Investigation
259,Identity Theft,Uttar Pradesh,Noida,14733,33,Male,2023-07-10 00:00:00,Victim reported identity theft incident in Noida.,Closed
260,Phishing,Uttar Pradesh,Noida,48726,55,Female,2023-07-29 00:00:00,Victim reported phishing incident in Noida.,Open
261,Loan Scam,Uttar Pradesh,Noida,22829,24,Female,2023-02-25 00:00:00,Victim reported loan scam incident in Noida.,Open
262,Credit Card Fraud,Uttar Pradesh,Noida,2657,32,Male,2023-12-15 00:00:00,Victim reported credit card fraud incident in Noida.,Under Investigation
263,Credit Card Fraud,Uttar Pradesh,Noida,13696,29,Male,2023-12-27 00:00:00,Victim reported credit card fraud incident in Noida.,Closed
264,Identity Theft,Uttar Pradesh,Lucknow,17246,42,Female,2023-06-10 00:00:00,Victim reported identity theft incident in Lucknow.,Under Investigation
265,Loan Scam,Uttar Pradesh,Noida,48178,57,Female,2023-03-10 00:00:00,Victim reported loan scam incident in Noida.,Closed
266,Identity Theft,Uttar Pradesh,Noida,37867,35,Male,2023-03-27 00:00:00,Victim reported identity theft incident in Noida.,Closed
267,Job Scam,Uttar Pradesh,Lucknow,7018,19,Male,2023-03-20 00:00:00,Victim reported job scam incident in Lucknow.,Open
268,Online Shopping Fraud,Uttar Pradesh,Noida,33892,51,Female,2023-06-19 00:00:00,Victim reported online shopping fraud incident in Noida.,Under Investigation
269,Identity Theft,Uttar Pradesh,Lucknow,7871,40,Male,2023-06-15 00:00:00,Victim reported identity theft incident in Lucknow.,Under Investigation
270,Loan Scam,Uttar Pradesh,Lucknow,3558,52,Male,2023-11-19 00:00:00,Victim reported loan scam incident in Lucknow.,Closed
271,Credit Card Fraud,Uttar Pradesh,Noida,25756,29,Male,2023-10-27 00:00:00,Victim reported credit card fraud incident in Noida.,Under Investigation
272,UPI Fraud,Uttar Pradesh,Noida,779,36,Male,2023-10-10 00:00:00,Victim reported upi fraud incident in Noida.,Open
273,Social Media Hack,Uttar Pradesh,Varanasi,3205,39,Male,2023-05-31 00:00:00,Victim reported social media hack incident in Varanasi.,Open
274,Identity Theft,Uttar Pradesh,Varanasi,33227,21,Male,2023-12-14 00:00:00,Victim reported identity theft incident in Varanasi.,Open
275,Loan Scam,Uttar Pradesh,Varanasi,41885,51,Male,2023-06-14 00:00:00,Victim reported loan scam incident in Varanasi.,Closed
276,Loan Scam,Uttar Pradesh,Lucknow,48414,47,Male,2023-01-19 00:00:00,Victim reported loan scam incident in Lucknow.,Open
277,Credit Card Fraud,Uttar Pradesh,Varanasi,12596,45,Female,2023-02-28 00:00:00,Victim reported credit card fraud incident in Varanasi.,Open
278,Crypto Scam,Uttar Pradesh,Lucknow,31343,59,Female,2023-05-25 00:00:00,Victim reported crypto scam incident in Lucknow.,Closed
279,Credit Card Fraud,Uttar Pradesh,Lucknow,3115,37,Female,2023-07-09 00:00:00,Victim reported credit card fraud incident in Lucknow.,Under Investigation
280,KYC Scam,Uttar Pradesh,Varanasi,26835,50,Male,2023-06-09 00:00:00,Victim reported kyc scam incident in Varanasi.,Closed
281,Credit Card Fraud,Uttar Pradesh,Varanasi,39394,37,Male,2023-08-08 00:00:00,Victim reported credit card fraud incident in Varanasi.,Under Investigation
282,Job Scam,Uttar Pradesh,Lucknow,21899,32,Male,2023-02-18 00:00:00,Victim reported job scam incident in Lucknow.,Under Investigation
283,Job Scam,Uttar Pradesh,Lucknow,42313,46,Male,2023-12-31 00:00:00,Victim reported job scam incident in Lucknow.,Under Investigation
284,Loan Scam,Uttar Pradesh,Varanasi,14494,58,Male,2023-01-21 00:00:00,Victim reported loan scam incident in Varanasi.,Closed
285,Credit Card Fraud,Uttar Pradesh,Varanasi,21663,19,Female,2023-04-07 00:00:00,Victim reported credit card fraud incident in Varanasi.,Under Investigation
286,Phishing,Uttar Pradesh,Noida,36468,46,Male,2023-01-27 00:00:00,Victim reported phishing incident in Noida.,Open
287,UPI Fraud,Uttar Pradesh,Lucknow,15138,31,Female,2023-11-02 00:00:00,Victim reported upi fraud incident in Lucknow.,Under Investigation
288,KYC Scam,Uttar Pradesh,Noida,41735,48,Male,2023-03-21 00:00:00,Victim reported kyc scam incident in Noida.,Closed
289,Job Scam,Uttar Pradesh,Lucknow,13768,32,Female,2023-02-01 00:00:00,Victim reported job scam incident in Lucknow.,Under Investigation
290,Credit Card Fraud,Uttar Pradesh,Varanasi,12277,22,Male,2023-12-11 00:00:00,Victim reported credit card fraud incident in Varanasi.,Under Investigation
291,Identity Theft,Uttar Pradesh,Varanasi,16005,22,Male,2023-12-02 00:00:00,Victim reported identity theft incident in Varanasi.,Under Investigation
292,Phishing,Uttar Pradesh,Noida,39691,41,Female,2023-04-17 00:00:00,Victim reported phishing incident in Noida.,Open
293,Online Shopping Fraud,Uttar Pradesh,Lucknow,13147,57,Female,2023-06-30 00:00:00,Victim reported online shopping fraud incident in Lucknow.,Closed
294,UPI Fraud,Uttar Pradesh,Lucknow,21039,48,Female,2023-06-22 00:00:00,Victim reported upi fraud incident in Lucknow.,Closed
295,Identity Theft,Uttar Pradesh,Noida,25000,51,Male,2023-07-14 00:00:00,Victim reported identity theft incident in Noida.,Under Investigation
296,Online Shopping Fraud,Uttar Pradesh,Varanasi,22985,30,Male,2023-08-25 00:00:00,Victim reported online shopping fraud incident in Varanasi.,Closed
297,Loan Scam,Uttar Pradesh,Varanasi,24036,58,Female,2023-01-10 00:00:00,Victim reported loan scam incident in Varanasi.,Open
298,Phishing,Uttar Pradesh,Noida,9058,55,Male,2023-08-09 00:00:00,Victim reported phishing incident in Noida.,Closed
299,Crypto Scam,Uttar Pradesh,Lucknow,31924,51,Female,2023-06-08 00:00:00,Victim reported crypto scam incident in Lucknow.,Closed
300,Identity Theft,Uttar Pradesh,Varanasi,2368,20,Male,2023-08-16 00:00:00,Victim reported identity theft incident in Varanasi.,Closed
301,Job Scam,Uttar Pradesh,Lucknow,36623,29,Male,2023-11-20 00:00:00,Victim reported job scam incident in Lucknow.,Under Investigation
302,UPI Fraud,Uttar Pradesh,Noida,36843,43,Male,2023-01-28 00:00:00,Victim reported upi fraud incident in Noida.,Closed
303,Social Media Hack,Uttar Pradesh,Noida,27273,34,Female,2023-01-27 00:00:00,Victim reported social media hack incident in Noida.,Closed
304,Social Media Hack,Uttar Pradesh,Noida,5349,26,Female,2023-06-07 00:00:00,Victim reported social media hack incident in Noida.,Closed
305,Phishing,Uttar Pradesh,Noida,30011,26,Male,2023-12-06 00:00:00,Victim reported phishing incident in Noida.,Closed
306,Online Shopping Fraud,Uttar Pradesh,Noida,38904,32,Male,2023-11-03 00:00:00,Victim reported online shopping fraud incident in Noida.,Under Investigation
307,Job Scam,Uttar Pradesh,Varanasi,49926,48,Female,2023-08-07 00:00:00,Victim reported job scam incident in Varanasi.,Under Investigation
308,Online Shopping Fraud,Uttar Pradesh,Varanasi,10228,39,Male,2023-02-14 00:00:00,Victim reported online shopping fraud incident in Varanasi.,Closed
309,Credit Card Fraud,Uttar Pradesh,Varanasi,3855,24,Male,2023-04-27 00:00:00,Victim reported credit card fraud incident in Varanasi.,Open
310,Online Shopping Fraud,Uttar Pradesh,Varanasi,45212,20,Female,2023-07-06 00:00:00,Victim reported online shopping fraud incident in Varanasi.,Open
311,Crypto Scam,Uttar Pradesh,Noida,6660,41,Female,2023-11-23 00:00:00,Victim reported crypto scam incident in Noida.,Closed
312,Phishing,Uttar Pradesh,Lucknow,6347,22,Female,2023-03-26 00:00:00,Victim reported phishing incident in Lucknow.,Under Investigation
313,Phishing,Uttar Pradesh,Noida,23162,21,Male,2023-12-05 00:00:00,Victim reported phishing incident in Noida.,Under Investigation
314,UPI Fraud,Uttar Pradesh,Varanasi,16041,37,Female,2023-08-15 00:00:00,Victim reported upi fraud incident in Varanasi.,Under Investigation
315,Crypto Scam,Uttar Pradesh,Lucknow,42345,35,Female,2023-03-11 00:00:00,Victim reported crypto scam incident in Lucknow.,Under Investigation
316,Credit Card Fraud,Uttar Pradesh,Noida,705,48,Female,2023-11-15 00:00:00,Victim reported credit card fraud incident in Noida.,Open
317,Credit Card Fraud,Uttar Pradesh,Varanasi,20684,42,Female,2023-03-04 00:00:00,Victim reported credit card fraud incident in Varanasi.,Closed
318,Identity Theft,Uttar Pradesh,Varanasi,27725,26,Female,2023-07-16 00:00:00,Victim reported identity theft incident in Varanasi.,Open
319,Identity Theft,Uttar Pradesh,Noida,3400,53,Male,2023-03-16 00:00:00,Victim reported identity theft incident in Noida.,Under Investigation
320,Identity Theft,Uttar Pradesh,Noida,19321,51,Female,2023-09-18 00:00:00,Victim reported identity theft incident in Noida.,Under Investigation
321,Loan Scam,Uttar Pradesh,Varanasi,47327,40,Male,2023-09-02 00:00:00,Victim reported loan scam incident in Varanasi.,Open
322,Credit Card Fraud,Uttar Pradesh,Noida,27389,48,Female,2023-03-03 00:00:00,Victim reported credit card fraud incident in Noida.,Open
323,Phishing,Uttar Pradesh,Varanasi,48824,39,Male,2023-05-18 00:00:00,Victim reported phishing incident in Varanasi.,Under Investigation
324,Online Shopping Fraud,Uttar Pradesh,Noida,46909,50,Female,2023-11-14 00:00:00,Victim reported online shopping fraud incident in Noida.,Open
325,Identity Theft,Uttar Pradesh,Lucknow,35989,45,Male,2023-06-07 00:00:00,Victim reported identity theft incident in Lucknow.,Closed
326,Phishing,Uttar Pradesh,Noida,32343,42,Male,2023-07-26 00:00:00,Victim reported phishing incident in Noida.,Open
327,Loan Scam,Uttar Pradesh,Noida,14113,45,Male,2023-10-21 00:00:00,Victim reported loan scam incident in Noida.,Open
328,Identity Theft,Uttar Pradesh,Noida,7407,53,Male,2023-04-10 00:00:00,Victim reported identity theft incident in Noida.,Closed
329,Credit Card Fraud,Uttar Pradesh,Noida,16904,38,Female,2023-11-30 00:00:00,Victim reported credit card fraud incident in Noida.,Open
330,Identity Theft,Uttar Pradesh,Varanasi,12880,46,Male,2023-10-24 00:00:00,Victim reported identity theft incident in Varanasi.,Under Investigation
331,Identity Theft,Uttar Pradesh,Lucknow,42958,38,Male,2023-04-21 00:00:00,Victim reported identity theft incident in Lucknow.,Open
332,Loan Scam,Uttar Pradesh,Noida,38168,20,Female,2023-04-29 00:00:00,Victim reported loan scam incident in Noida.,Closed
333,Identity Theft,Uttar Pradesh,Varanasi,16040,25,Male,2023-01-30 00:00:00,Victim reported identity theft incident in Varanasi.,Under Investigation
334,Phishing,Uttar Pradesh,Lucknow,38592,45,Female,2023-10-05 00:00:00,Victim reported phishing incident in Lucknow.,Under Investigation
335,Loan Scam,Uttar Pradesh,Noida,49635,42,Male,2023-03-06 00:00:00,Victim reported loan scam incident in Noida.,Under Investigation
336,Identity Theft,Uttar Pradesh,Varanasi,17051,35,Male,2023-09-19 00:00:00,Victim reported identity theft incident in Varanasi.,Open
337,UPI Fraud,Uttar Pradesh,Noida,36134,53,Male,2023-10-11 00:00:00,Victim reported upi fraud incident in Noida.,Closed
338,Loan Scam,Uttar Pradesh,Noida,14801,19,Male,2023-08-03 00:00:00,Victim reported loan scam incident in Noida.,Open
339,Credit Card Fraud,Uttar Pradesh,Lucknow,20131,56,Female,2023-05-26 00:00:00,Victim reported credit card fraud incident in Lucknow.,Under Investigation
340,KYC Scam,Uttar Pradesh,Noida,22664,56,Female,2023-12-09 00:00:00,Victim reported kyc scam incident in Noida.,Open
341,Credit Card Fraud,Uttar Pradesh,Noida,35454,32,Male,2023-03-31 00:00:00,Victim reported credit card fraud incident in Noida.,Open
342,Credit Card Fraud,Uttar Pradesh,Varanasi,29519,37,Male,2023-10-01 00:00:00,Victim reported credit card fraud incident in Varanasi.,Under Investigation
343,Credit Card Fraud,Uttar Pradesh,Varanasi,25123,53,Male,2023-05-23 00:00:00,Victim reported credit card fraud incident in Varanasi.,Under Investigation
